147701044315	1.92757
147701044325	1.13594
147701044335	2.67701
147701044345	0.225969
147701044355	2.29611
147701044365	3.39142
147701044375	1.28028
147701044385	2.12621
147701044395	1.53396
147701044405	4.09871
147701044415	0.806415
147701044425	4.16347
147701044435	3.51566
147701044445	3.04902
147701044455	6.17239
147701044465	6.44823
147701044475	4.36691
147701044485	4.72438
147701044495	4.82331
147701044505	1.53563
147701044515	1.39366
147701044525	0.983991
147701044535	0.828687
147701044545	3.37211
147701044555	11.5465
147701044565	0.414296
147701044575	1.34767
147701044585	3.86007
147701044595	2.45259
147701044605	0.911404
147701044615	1.72735
147701044625	0.659408
147701044635	4.9995
147701044645	1.92878
147701044655	3.74129
147701044665	1.70168
147701044675	0.554558
147701044685	0.308785
147701044695	0.332947
147701044705	5.15227
147701044715	0.461038
147701044725	2.72252
147701044735	1.11835
147701044745	1.12198
147701044755	3.29928
147701044765	6.24043
147701044775	3.31047
147701044785	4.45346
147701044795	11.2235
147701044805	3.85456
147701044815	3.5997
147701044825	2.31361
147701044835	1.45299
147701044845	1.07964
147701044855	1.55075
147701044865	3.69602
147701044875	7.87659
147701044885	1.63886
147701044895	2.02879
147701044905	0.40618
147701044915	6.06288
147701044925	6.40964
147701044935	2.65852
147701044945	1.99483
147701044955	6.88163
147701044965	1.88066
147701044975	2.97173
147701044985	3.03958
147701044995	10.2019
147701045005	3.3717
147701045015	5.71154
147701045025	2.10978
147701045035	1.31093
147701045045	0.41731
147701045055	2.51027
147701045065	1.68919
147701045075	2.73455
147701045085	0.932952
147701045095	1.10095
147701045105	4.23007
147701045115	5.58431
147701045125	1.0032
147701045135	2.45367
147701045145	1.53843
147701045155	4.4615
147701045165	0.0918612
147701045175	3.46214
147701045185	0.251121
147701045195	0.343838
147701045205	2.55761
147701045215	2.53045
147701045225	1.63985
147701045235	4.09772
147701045245	1.6362
147701045255	1.28943
147701045265	7.08197
147701045275	3.1911
147701045285	2.61671
147701045295	3.47698
147701045305	1.78596
147701045315	5.19407
147701045325	1.05976
147701045335	2.12756
147701045345	0.964414
147701045355	1.98618
147701045365	1.91388
147701045375	4.17801
147701045385	1.52485
147701045395	0.703971
147701045405	3.71412
147701045415	3.76036
147701045425	3.04654
147701045435	3.14033
147701045445	1.23263
147701045455	2.03554
147701045465	0.274929
147701045475	2.94282
147701045485	1.32471
147701045495	3.58585
147701045505	4.8114
147701045515	6.31448
147701045525	1.22666
147701045535	4.30634
147701045545	3.18613
147701045555	2.5161
147701045565	0.180586
147701045575	2.65689
147701045585	0.959336
147701045595	3.76355
147701045605	1.14875
147701045615	0.255268
147701045625	4.08135
147701045635	1.1666
147701045645	0.62289
147701045655	5.87432
147701045665	6.01793
147701045675	3.84473
147701045685	5.38599
147701045695	2.64
147701045705	4.3746
147701045715	3.0986
147701045725	1.23269
147701045735	0.191518
147701045745	4.41265
147701045755	0.514944
147701045765	0.338974
147701045775	2.67168
147701045785	4.80532
147701045795	0.563072
147701045805	8.03123
147701045815	1.04067
147701045825	6.35715
147701045835	1.33941
147701045845	2.28985
147701045855	1.79273
147701045865	2.67112
147701045875	3.69439
147701045885	1.84401
147701045895	3.52493
147701045905	1.90145
147701045915	5.65468
147701045925	2.00059
147701045935	0.377874
147701045945	3.86392
147701045955	1.78031
147701045965	2.19767
147701045975	5.68219
147701045985	7.78016
147701045995	1.54015
147701046005	0.696501
147701046015	1.83151
147701046025	4.18682
147701046035	1.16238
147701046045	4.9674
147701046055	1.5183
147701046065	2.11291
147701046075	1.64964
147701046085	6.87215
147701046095	1.86468
147701046105	1.3403
147701046115	3.62086
147701046125	1.64947
147701046135	0.815956
147701046145	1.84511
147701046155	3.40849
147701046165	0.383211
147701046175	1.89242
147701046185	1.28574
147701046195	6.76103
147701046205	0.280134
147701046215	10.7301
147701046225	3.52881
147701046235	0.623297
147701046245	1.3297
147701046255	0.906163
147701046265	1.99448
147701046275	1.78427
147701046285	5.18471
147701046295	2.14562
147701046305	1.73499
147701046315	1.73615
147701046325	7.44377
147701046335	8.09811
147701046345	0.182604
147701046355	0.886482
147701046365	2.79929
147701046375	2.17034
147701046385	1.0637
147701046395	0.600957
147701046405	8.9221
147701046415	2.30403
147701046425	0.989684
147701046435	3.20921
147701046445	4.68566
147701046455	1.93703
147701046465	5.53226
147701046475	1.50651
147701046485	2.73219
147701046495	5.87902
147701046505	1.55498
147701046515	6.74222
147701046525	4.30799
147701046535	2.00422
147701046545	1.69604
147701046555	4.36021
147701046565	1.58474
147701046575	5.94764
147701046585	2.9943
147701046595	0.627927
147701046605	0.235018
147701046615	0.859052
147701046625	0.238506
147701046635	9.10893
147701046645	6.07494
147701046655	0.806535
147701046665	2.37211
147701046675	0.423707
147701046685	1.81615
147701046695	0.811176
147701046705	3.17425
147701046715	9.85443
147701046725	0.0749583
147701046735	6.56553
147701046745	3.81868
147701046755	2.7297
147701046765	6.5481
147701046775	1.4202
147701046785	2.2146
