147701044300	0
147701044310	0.835837
147701044320	0.396121
147701044330	0.288185
147701044340	0.0607614
147701044350	0.820646
147701044360	3.24005
147701044370	0.182871
147701044380	11.0453
147701044390	2.87486
147701044400	1.79893
147701044410	3.53631
147701044420	0.313782
147701044430	3.19077
147701044440	0.670458
147701044450	0.64682
147701044460	0.92641
147701044470	0.824504
147701044480	3.10257
147701044490	1.35069
147701044500	1.66425
147701044510	1.55064
147701044520	0.65205
147701044530	0.910031
147701044540	3.79967
147701044550	2.85899
147701044560	0.530875
147701044570	0.468613
147701044580	2.56958
147701044590	1.26379
147701044600	0.792501
147701044610	0.195255
147701044620	0.490141
147701044630	0.457616
147701044640	0.584786
147701044650	0.31578
147701044660	2.43163
147701044670	0.671573
147701044680	0.346954
147701044690	3.83188
147701044700	5.31181
147701044710	0.429825
147701044720	2.48277
147701044730	7.78299
147701044740	6.03704
147701044750	2.89098
147701044760	0.695711
147701044770	0.00906063
147701044780	0.924289
147701044790	0.403549
147701044800	4.4695
147701044810	0.325473
147701044820	1.79834
147701044830	2.02134
147701044840	0.89499
147701044850	0.0673897
147701044860	1.03513
147701044870	2.40377
147701044880	4.56086
147701044890	0.242016
147701044900	1.86402
147701044910	0.0967949
147701044920	0.855254
147701044930	3.54483
147701044940	1.04226
147701044950	1.8694
147701044960	0.118585
147701044970	0.886928
147701044980	2.86841
147701044990	0.465902
147701045000	0.662068
147701045010	1.17446
147701045020	1.8381
147701045030	0.652896
147701045040	0.81185
147701045050	2.15738
147701045060	0.27012
147701045070	1.51601
147701045080	0.296121
147701045090	1.83501
147701045100	0.483913
147701045110	0.446872
147701045120	3.6735
147701045130	1.42783
147701045140	1.19769
147701045150	1.93355
147701045160	2.80911
147701045170	0.204519
147701045180	4.40114
147701045190	1.56703
147701045200	1.02481
147701045210	2.00102
147701045220	0.474122
147701045230	1.92255
147701045240	0.310041
147701045250	0.862141
147701045260	2.0047
147701045270	2.83584
147701045280	1.46173
147701045290	5.78497
147701045300	0.204291
147701045310	0.465063
147701045320	2.60011
147701045330	2.02854
147701045340	1.44701
147701045350	3.97489
147701045360	0.154184
147701045370	1.85162
147701045380	2.59566
147701045390	2.63671
147701045400	2.07517
147701045410	0.709021
147701045420	0.299332
147701045430	5.15895
147701045440	2.94106
147701045450	1.79108
147701045460	1.38022
147701045470	0.397554
147701045480	5.37963
147701045490	0.590449
147701045500	0.255275
147701045510	1.08927
147701045520	0.883339
147701045530	1.87895
147701045540	0.467384
147701045550	1.85071
147701045560	0.800068
147701045570	2.73069
147701045580	3.60581
147701045590	0.300447
147701045600	0.0549429
147701045610	1.8218
147701045620	1.19011
147701045630	2.47329
147701045640	4.17646
147701045650	3.67024
147701045660	1.32875
147701045670	1.49784
147701045680	3.11493
147701045690	1.10614
147701045700	1.20447
147701045710	0.458032
147701045720	0.546244
147701045730	2.37873
147701045740	1.42875
147701045750	5.28006
147701045760	0.34727
147701045770	1.10929
147701045780	0.285194
147701045790	1.543
147701045800	0.42038
147701045810	7.56045
147701045820	0.457854
147701045830	0.690946
147701045840	2.52393
147701045850	2.73883
147701045860	4.32871
147701045870	5.15432
147701045880	2.1387
147701045890	3.86803
147701045900	2.34077
147701045910	3.57892
147701045920	0.330648
147701045930	0.480004
147701045940	1.60387
147701045950	4.35337
147701045960	1.68457
147701045970	0.634569
147701045980	0.995066
147701045990	0.380993
147701046000	0.203627
147701046010	2.74669
147701046020	0.264245
147701046030	2.95267
147701046040	1.1923
147701046050	16.2274
147701046060	0.927314
147701046070	2.29932
147701046080	3.52983
147701046090	1.29376
147701046100	1.01134
147701046110	3.67325
147701046120	1.44571
147701046130	1.07949
147701046140	3.06675
147701046150	2.79552
147701046160	6.61939
147701046170	2.0354
147701046180	0.692539
147701046190	0.311692
147701046200	1.09938
147701046210	0.266183
147701046220	1.85825
147701046230	4.6183
147701046240	1.4803
147701046250	5.85955
147701046260	1.53793
147701046270	1.15844
147701046280	0.232572
147701046290	0.361813
147701046300	2.37063
147701046310	1.8536
147701046320	3.46773
147701046330	0.121468
147701046340	0.143199
147701046350	0.625046
147701046360	0.151878
147701046370	1.99585
147701046380	0.0717704
147701046390	3.6226
147701046400	2.04652
147701046410	0.425344
147701046420	0.992275
147701046430	1.26612
147701046440	0.0362804
147701046450	0.108469
147701046460	4.39489
147701046470	1.26898
147701046480	0.268561
147701046490	2.21177
147701046500	0.261465
147701046510	4.12228
147701046520	3.13746
147701046530	1.69676
147701046540	0.499652
147701046550	0.597137
147701046560	6.2052
147701046570	1.02978
147701046580	4.87672
147701046590	2.80596
147701046600	3.69274
147701046610	2.59444
147701046620	0.0485304
147701046630	0.507687
147701046640	1.08725
147701046650	1.67926
147701046660	10.6675
147701046670	0.506645
147701046680	4.65103
147701046690	1.28943
147701046700	2.09051
147701046710	0.339451
147701046720	3.5776
147701046730	0.58499
147701046740	2.01603
147701046750	0.639914
147701046760	0.926289
147701046770	6.42329
147701046780	4.11843
147701046790	0.545298
